stop_id,stop_name,stop_lat,stop_lon,date_opened,date_opened_min,date_opened_max,date_precision,date_closed
ITHS00001,Abano,45.355199,11.811533,18760101,,18760101,open_by_1876,
ITHS00002,Abbasanta,40.128801,8.817733,18850101,18770101,18850101,window_1877_1885,
ITHS00003,Abbiategrasso,45.400631,8.921305,18760101,,18760101,open_by_1876,
ITHS00004,Acate (Biscari),36.996592,14.42545,18990101,18860101,18990101,window_1886_1899,
ITHS00005,Acciano,42.175994,13.711345,18760101,,18760101,open_by_1876,
ITHS00006,Acerenza,40.7921210,15.9365680,19020101,19020101,19020101,exact,
ITHS00007,Acerra,40.939066,14.372243,18760101,,18760101,open_by_1876,
ITHS00008,Aciano,42.175994,13.711345,18850101,18770101,18850101,window_1877_1885,
ITHS00009,Acicastello,37.5568665,15.1408160,18760101,,18760101,open_by_1876,
ITHS00010,Acireale,37.600514,15.163697,18760101,,18760101,open_by_1876,
ITHS00011,Acqua dei Corsari,38.0916111,13.4306847,19100101,19100101,19100101,exact,
ITHS00012,Acqualagna,43.6258843,12.6759738,18990101,18860101,18990101,window_1886_1899,
ITHS00013,Acquanegra,45.9074738,8.6147254,18760101,,18760101,open_by_1876,
ITHS00014,Acquapendente,42.7439961,11.8649880,19140101,19140101,19140101,exact,
ITHS00015,Acquappesa,39.48648,15.955992,18990101,18860101,18990101,window_1886_1899,
ITHS00016,Acquasparta,42.703760097817,12.540770468382,19100101,19100101,19100101,exact,
ITHS00018,Acquaviva,43.1142673,11.8639999,18760101,,18760101,open_by_1876,
ITHS00019,Acquaviva delle Fonti,40.892806,16.839826,18850101,18770101,18850101,window_1877_1885,
ITHS00020,Acquaviva Platani,37.5719991,13.7028911,18850101,18770101,18850101,window_1877_1885,
ITHS00022,Acqui,44.67407,8.474482,18760101,,18760101,open_by_1876,
ITHS00023,Acqui terme,44.67407,8.474482,19310101,19150101,19310101,window_1915_1931,
ITHS00025,Adria,45.06058,12.054228,18850101,18770101,18850101,window_1877_1885,
ITHS00026,Affi,45.5586903,10.7767991,18990101,18860101,18990101,window_1886_1899,
ITHS00027,Affori(Milano),45.5213005,9.1673995,18990101,18860101,18990101,window_1886_1899,
ITHS00028,Agira,37.6561510,14.5215750,18760101,,18760101,open_by_1876,
ITHS00029,Agliana-Montale,43.9128778,11.0084102,19020101,19020101,19020101,exact,
ITHS00031,Agnone,41.8095612,14.3770463,18760101,,18760101,open_by_1876,
ITHS00032,Agosta,45.73407,7.322424,18990101,18770101,18990101,window_1877_1899,
ITHS00033,Agrigento Centrale,37.309051,13.584412,19310101,19150101,19310101,window_1915_1931,
ITHS00034,Agropoli,40.3469050,14.9965530,18850101,18770101,18850101,window_1877_1885,
ITHS00035,Agropoli Castellabate,40.351521,15.002053,19310101,19150101,19310101,window_1915_1931,
ITHS00036,Aielli,42.061963889742,13.581576979393,18990101,18860101,18990101,window_1886_1899,
ITHS00037,Airasca,44.928093,7.483536,18760101,,18760101,open_by_1876,
ITHS00038,Airuno,45.754086,9.422066,18850101,18770101,18850101,window_1877_1885,
ITHS00040,Ala,45.760087,10.996775,18760101,,18760101,open_by_1876,
ITHS00041,Alanno,42.287185,14.019595,18760101,,18760101,open_by_1876,
ITHS00042,Alano Fener-Valdobbadiene,45.90229,11.944546,18990101,18860101,18990101,window_1886_1899,
ITHS00043,Alassio,44.007889,8.17112,18760101,,18760101,open_by_1876,
ITHS00044,Alba,44.697713,8.030629,18760101,,18760101,open_by_1876,
ITHS00045,Albacina,43.345686,12.986501,18760101,,18760101,open_by_1876,
ITHS00046,Albanella,40.4784224,15.1166081,18850101,18770101,18850101,window_1877_1885,
ITHS00047,Albano,44.4963925,7.7198804,18760101,,18760101,open_by_1876,
ITHS00048,Albano di Lucania,40.574707,16.021247,18850101,18770101,18850101,window_1877_1885,
ITHS00049,Albano Laziale,41.72632,12.658056,18990101,18860101,18990101,window_1886_1899,
ITHS00050,Albarè,44.6899327,10.9665756,18990101,18860101,18990101,window_1886_1899,
ITHS00051,Albaredo,45.670265,12.015104,18760101,,18760101,open_by_1876,
ITHS00052,Albate Camerlata,45.7768540,9.0730979,18990101,18860101,18990101,window_1886_1899,
ITHS00053,Albate Trecallo,45.777391,9.095752,18990101,18860101,18990101,window_1886_1899,
ITHS00055,Albenga,44.04722,8.221663,18760101,,18760101,open_by_1876,
ITHS00056,Alberese,42.634158,11.1352,18990101,18860101,18990101,window_1886_1899,
ITHS00057,Alberobello,0.0,4.5112561156128,19030101,19030101,19030101,exact,
ITHS00059,Albino,45.7606610,9.7969489,18760101,,18760101,open_by_1876,
ITHS00060,Albissola,44.33469,8.512092,18760101,,18760101,open_by_1876,
ITHS00062,Albizzate,45.7239432,8.8031311,18760101,,18760101,open_by_1876,
ITHS00063,Albonese,45.297785,8.714601,19140101,19140101,19140101,exact,
ITHS00064,Albuzzano,45.172504,9.261624,18990101,18860101,18990101,window_1886_1899,
ITHS00066,Alcamo Diramazione,37.978894,12.915916,19310101,19150101,19310101,window_1915_1931,
ITHS00067,Alcantara,37.82145,15.251158,18990101,18860101,18990101,window_1886_1899,
ITHS00068,Alessandria,44.909091,8.606498,18760101,,18760101,open_by_1876,
ITHS00069,Alezio,0.0,4.5112561156128,18990101,18860101,18990101,window_1886_1899,
ITHS00070,Alfadena Scontrone,41.738222,14.044662,18990101,18860101,18990101,window_1886_1899,
ITHS00071,Alfonsine,44.512364,12.039155,18990101,18860101,18990101,window_1886_1899,
ITHS00072,Alghero,40.5587291,8.3153206,18990101,18860101,18990101,window_1886_1899,
ITHS00073,Alì,38.013952,15.435184,18760101,,18760101,open_by_1876,
ITHS00074,Ali,38.013952,15.435184,18850101,18770101,18850101,window_1877_1885,
ITHS00075,Alice Belcolle,44.722636,8.440076,18990101,18860101,18990101,window_1886_1899,
ITHS00077,Allerona,42.8120330,11.9730530,18850101,18770101,18850101,window_1877_1885,
ITHS00078,Alpignano,45.091077,7.523745,18760101,,18760101,open_by_1876,
ITHS00079,Alseno,44.8969352,9.9653168,18760101,,18760101,open_by_1876,
ITHS00080,Altamura,40.837666,16.551739,18990101,18860101,18990101,window_1886_1899,
ITHS00081,Altare,44.336169,8.332753,19000101,19000101,19000101,exact,
ITHS00082,Altavilla,39.3331586,16.3127324,18760101,,18760101,open_by_1876,
ITHS00083,Altavilla Milicia,38.048392,13.554421,18850101,18770101,18850101,window_1877_1885,
ITHS00084,Altopascio,43.817418,10.672754,18760101,,18760101,open_by_1876,
ITHS00085,Alviano,42.591917,12.259583,18760101,,18760101,open_by_1876,
ITHS00087,Alzo,45.7926889,8.3787612,18990101,18860101,18990101,window_1886_1899,
ITHS00088,Amandola,42.9971421,13.3541827,19090101,19090101,19090101,exact,
ITHS00089,Amantea,39.134353,16.068448,18990101,18860101,18990101,window_1886_1899,
ITHS00090,Amaro,46.3740306,13.0953599,19100101,19100101,19100101,exact,
ITHS00091,Ambivere-Mapello,45.722163,9.550444,19020101,19020101,19020101,exact,
ITHS00092,Ambria,45.8075745,9.6816763,19070101,19070101,19070101,exact,
ITHS00093,Amendolara,39.9524383,16.5822838,18760101,,18760101,open_by_1876,
ITHS00094,Amendolea,41.518025,15.732569,18760101,,18760101,open_by_1876,
ITHS00095,Amorosi,41.2029177,14.4616360,18760101,,18760101,open_by_1876,
ITHS00096,Anagni,41.7447015,13.1526343,18760101,,18760101,open_by_1876,
ITHS00097,Ancona,43.607734,13.497665,18760101,,18760101,open_by_1876,
ITHS00098,Andora,43.961799283719,8.1274611204309,18850101,18770101,18850101,window_1877_1885,
ITHS00100,Anela,40.4417600,9.0574270,18990101,18860101,18990101,window_1886_1899,
ITHS00101,Anghiari,43.5409662,12.0545815,18990101,18860101,18990101,window_1886_1899,
ITHS00103,Angri,40.746404,14.575366,18760101,,18760101,open_by_1876,
ITHS00104,Anguillara,42.068133,12.304978,18990101,18860101,18990101,window_1886_1899,
ITHS00105,Annone,45.8030930,9.3307832,18760101,,18760101,open_by_1876,
ITHS00108,Antignano,43.492482,10.328827,18990101,18860101,18990101,window_1886_1899,
ITHS00110,Antrodoco Borgo Velino,42.415393,13.076193,18850101,18770101,18850101,window_1877_1885,
ITHS00111,Anulù,39.8509838,9.3773198,19110101,19110101,19110101,exact,
ITHS00112,Anversa-Scanno,42.0174028,13.8357271,18990101,18860101,18990101,window_1886_1899,
ITHS00113,Anzano,45.9856969,12.3305805,18990101,18860101,18990101,window_1886_1899,
ITHS00114,Anzio,41.4532,12.633205,18850101,18770101,18850101,window_1877_1885,
ITHS00115,Anzola,44.5466843,11.1933259,18760101,,18760101,open_by_1876,
ITHS00116,Anzola dell'Emilia,44.542245701088,11.195379444623,18850101,18770101,18850101,window_1877_1885,
ITHS00117,Aosta,45.73407,7.322424,18990101,18860101,18990101,window_1886_1899,
ITHS00118,Apice,41.1184185,14.9313689,18760101,,18760101,open_by_1876,
ITHS00121,Apricena,41.77664,15.387809,18760101,,18760101,open_by_1876,
ITHS00122,Aquila,42.3489203,13.3979672,18760101,,18760101,open_by_1876,
ITHS00123,Aquileia,45.7696144,13.3697982,19110101,19110101,19110101,exact,
ITHS00124,Aquino,41.4911190,13.7047100,18760101,,18760101,open_by_1876,
ITHS00125,Aradeo,40.1309220,18.1296250,19140101,19140101,19140101,exact,
ITHS00126,Aragona,37.4031989,13.6179477,18850101,18770101,18850101,window_1877_1885,
ITHS00127,Aragona Caldare,37.381097,13.636837,18990101,18860101,18990101,window_1886_1899,
ITHS00129,Arbatax,39.9360947,9.7070731,19090101,19090101,19090101,exact,
ITHS00130,Arbia,43.294393,11.406225,18760101,,18760101,open_by_1876,
ITHS00131,Arbizzano,45.4936058,10.9392096,19050101,19050101,19050101,exact,
ITHS00132,Arborio,45.4921222,8.3739137,18990101,18770101,18990101,window_1877_1899,
ITHS00133,Arce,41.583695,13.571848,18990101,18860101,18990101,window_1886_1899,
ITHS00134,Arcene,45.577162,9.606652,18990101,18860101,18990101,window_1886_1899,
ITHS00135,Archi Reggio,38.1507065,15.6589903,18850101,18770101,18850101,window_1877_1885,
ITHS00136,Arcisate Brenno,45.8585535,8.8631473,18990101,18860101,18990101,window_1886_1899,
ITHS00137,Arco,45.9318708,10.9171966,18990101,18860101,18990101,window_1886_1899,
ITHS00138,Arco Felice,40.8328497,14.1015092,18990101,18860101,18990101,window_1886_1899,
ITHS00139,Arcola,44.118651,9.914649,18760101,,18760101,open_by_1876,
ITHS00140,Arcore,45.623493,9.322798,18760101,,18760101,open_by_1876,
ITHS00141,Ardara,40.632139,8.818996,18760101,,18760101,open_by_1876,
ITHS00142,Ardenno,46.1715712,9.6519439,18850101,18770101,18850101,window_1877_1885,
ITHS00144,Ardore,38.175698,16.207311,18760101,,18760101,open_by_1876,
ITHS00145,Arena Po,45.082065,9.360394,18760101,,18760101,open_by_1876,
ITHS00146,Arenzano,44.403089,8.678322,18760101,,18760101,open_by_1876,
ITHS00147,Arezzo,43.461725,11.874189,18760101,,18760101,open_by_1876,
ITHS00148,Argenta,44.616867,11.841267,18850101,18770101,18850101,window_1877_1885,
ITHS00149,Ariano,40.6572110,15.0230500,18760101,,18760101,open_by_1876,
ITHS00150,Ariano Irpino,41.181883,15.117508,19310101,19150101,19310101,window_1915_1931,
ITHS00151,Arma di taggia,43.8310037,7.8490829,19140101,19140101,19140101,exact,
ITHS00152,Armedola,45.6017674,11.6596853,18760101,,18760101,open_by_1876,
ITHS00154,Arona,45.755392,8.559075,18760101,,18760101,open_by_1876,
ITHS00155,Arosio,45.718372348914,9.2102687398483,18990101,18860101,18990101,window_1886_1899,
ITHS00156,Arpaia-Airola-Sant'Agata,41.0399031,14.5548047,18990101,18860101,18990101,window_1886_1899,
ITHS00157,Arpaise-Ceppaloni,41.0615225,14.7061252,19120101,19120101,19120101,exact,
ITHS00158,Arpino,41.648296,13.59959,18990101,18860101,18990101,window_1886_1899,
ITHS00159,Arqua,45.006465,11.748518,18850101,18770101,18850101,window_1877_1885,
ITHS00160,ArquÃ,45.006465,11.748518,18760101,,18760101,open_by_1876,
ITHS00161,Arquata del Tronto,42.7723609,13.2965826,18990101,18860101,18990101,window_1886_1899,
ITHS00162,Arquata Scrivia,44.692533,8.885342,19000101,19000101,19000101,exact,
ITHS00163,Arsiero,45.8461561,11.3017652,18990101,18860101,18990101,window_1886_1899,
ITHS00164,Arsoli,42.045852,13.013064,18990101,18860101,18990101,window_1886_1899,
ITHS00165,Artegna,46.23115,13.162328,18990101,18860101,18990101,window_1886_1899,
ITHS00166,Artena,46.23115,13.162328,18990101,18860101,18990101,window_1886_1899,
ITHS00167,Artogne-Gianico,45.858661110267,10.158959965862,19110101,19110101,19110101,exact,
ITHS00168,Arzana,39.9194634,9.5270001,18990101,18860101,18990101,window_1886_1899,
ITHS00169,Ascea,40.140955,15.172626,18990101,18860101,18990101,window_1886_1899,
ITHS00170,Asciano,43.235245,11.579237,18760101,,18760101,open_by_1876,
ITHS00171,Ascoli,42.8834204,13.5395930,18760101,,18760101,open_by_1876,
ITHS00172,Ascoli Piceno,42.855474,13.587939,18990101,18860101,18990101,window_1886_1899,
ITHS00173,Ascoli Satriano,41.219859,15.547828,18850101,18770101,18850101,window_1877_1885,
ITHS00174,Asiago,45.9133079,11.5025191,18990101,18860101,18990101,window_1886_1899,
ITHS00175,Asigliano,45.3045125,11.4462660,18760101,,18760101,open_by_1876,
ITHS00176,Asola,45.220454,10.402313,18990101,18860101,18990101,window_1886_1899,
ITHS00177,Assemini,39.287603,8.997936,18760101,,18760101,open_by_1876,
ITHS00178,Assisi,43.058921,12.585304,18760101,,18760101,open_by_1876,
ITHS00179,Assoro,37.5985688,14.4307422,18760101,,18760101,open_by_1876,
ITHS00180,Asti,44.89479,8.208112,18760101,,18760101,open_by_1876,
ITHS00181,Atena,40.456676,15.536094,18990101,18860101,18990101,window_1886_1899,
ITHS00182,Atessa,42.0718059,14.4489025,19140101,19140101,19140101,exact,
ITHS00183,Atina,41.6201990,13.7999785,19110101,19110101,19110101,exact,
ITHS00185,Attigliano,42.5143337,12.2925076,18760101,,18760101,open_by_1876,
ITHS00186,Auer Ora,46.3640563,11.3096189,18990101,18860101,18990101,window_1886_1899,
ITHS00187,Augusta,37.24334,15.218628,18760101,,18760101,open_by_1876,
ITHS00188,Auletta,40.534934,15.426706,18990101,18860101,18990101,window_1886_1899,
ITHS00189,Aulla Lunigiana,44.210555,9.970015,18990101,18860101,18990101,window_1886_1899,
ITHS00191,Aurisina/Nabrezina,45.7504341,13.6708659,19310101,19150101,19310101,window_1915_1931,
ITHS00192,Avegno,44.3913363,9.1563156,19110101,19110101,19110101,exact,
ITHS00193,Avella Sperone,40.9551883,14.6025649,18990101,18860101,18990101,window_1886_1899,
ITHS00194,Avellino,40.921612,14.820586,18990101,18860101,18990101,window_1886_1899,
ITHS00195,Avenza,44.0470099,10.0622156,18850101,18770101,18850101,window_1877_1885,
ITHS00196,Aversa,40.973323,14.218578,18760101,,18760101,open_by_1876,
ITHS00197,Avetrana,40.3499423,17.7273737,19100101,19100101,19100101,exact,
ITHS00198,Avezzano,42.039495,13.426446,18990101,18860101,18990101,window_1886_1899,
ITHS00199,Aviano,46.064362,12.590686,18990101,18860101,18990101,window_1886_1899,
ITHS00200,Avigliana,45.085276,7.401096,18760101,,18760101,open_by_1876,
ITHS00201,Avigliano Lucania,40.714667,15.785619,18990101,18860101,18990101,window_1886_1899,
ITHS00202,Avio,45.733892,10.955842,18760101,,18760101,open_by_1876,
ITHS00203,Avola,36.907434,15.125733,18990101,18860101,18990101,window_1886_1899,
ITHS00205,B.S.Martino,46.6887325,11.4167130,18760101,,18760101,open_by_1876,
ITHS00207,Badia,46.6101240,11.8934870,18760101,,18760101,open_by_1876,
ITHS00208,Badia Polesine,45.094439,11.484722,18850101,18770101,18850101,window_1877_1885,
ITHS00209,Badolato,38.572268,16.567646,18760101,,18760101,open_by_1876,
ITHS00210,Baggiovara,0.0,4.5112561156128,19030101,19030101,19030101,exact,
ITHS00211,Bagheria,38.089905,13.507215,18760101,,18760101,open_by_1876,
ITHS00212,Bagnacavallo,44.412138,11.969398,18760101,,18760101,open_by_1876,
ITHS00213,Bagnara,38.282695,15.800327,18990101,18860101,18990101,window_1886_1899,
ITHS00214,Bagnasco,44.303264,8.046132,18990101,18860101,18990101,window_1886_1899,
ITHS00215,Bagni di Lucca,44.003447,10.551631,18990101,18860101,18990101,window_1886_1899,
ITHS00216,Bagnolo del Salento,0.0,4.5112561156128,18990101,18860101,18990101,window_1886_1899,
ITHS00217,Bagnolo in Piano,0.0,4.5112561156128,18990101,18860101,18990101,window_1886_1899,
ITHS00218,Bagnolo Mella,45.428532,10.183617,18990101,18860101,18990101,window_1886_1899,
ITHS00219,Bagnoro,43.4291853,11.8899539,18990101,18860101,18990101,window_1886_1899,
ITHS00220,Baia,41.3004047,14.2513235,18990101,18770101,18990101,window_1877_1899,
ITHS00221,Baiano,-9.019375697908,4.5112471566161,18990101,18860101,18990101,window_1886_1899,
ITHS00222,Balangero,45.265633,7.519423,18760101,,18760101,open_by_1876,
ITHS00223,Baldichieri,44.9062543,8.0907902,18760101,,18760101,open_by_1876,
ITHS00224,Balestrate,38.053364,13.007374,18850101,18770101,18850101,window_1877_1885,
ITHS00225,Balsorano,41.809427,13.556546,18990101,18860101,18990101,window_1886_1899,
ITHS00226,Balvano,40.6503150,15.5141610,18850101,18770101,18850101,window_1877_1885,
ITHS00227,Balzola,45.173985,8.402174,18760101,,18760101,open_by_1876,
ITHS00228,Bambina,37.7518171,12.4830007,18850101,18770101,18850101,window_1877_1885,
ITHS00229,Bandito,44.722075,7.819452,18850101,18770101,18850101,window_1877_1885,
ITHS00231,Baragiano,40.6797381,15.5939656,18850101,18770101,18850101,window_1877_1885,
ITHS00232,Baranello,41.5176,14.596314,18850101,18770101,18850101,window_1877_1885,
ITHS00233,Barasso-Comerio,45.835267676179,8.7510358198107,18990101,18860101,18990101,window_1886_1899,
ITHS00234,Barbania,45.2912520,7.6303170,18990101,18770101,18990101,window_1877_1899,
ITHS00235,Barbarano Romano,42.2498341,12.0673735,18990101,18860101,18990101,window_1886_1899,
ITHS00236,Barbianello,45.07263,9.204165,18990101,18860101,18990101,window_1886_1899,
ITHS00237,Barchessa,45.1448183,11.5604241,19120101,19120101,19120101,exact,
ITHS00238,Barco,0.0,4.5112561156128,18990101,18860101,18990101,window_1886_1899,
ITHS00239,Bardi,44.6322106,9.7312033,19110101,19110101,19110101,exact,
ITHS00240,Bardonecchia,45.076447,6.709959,18760101,,18760101,open_by_1876,
ITHS00241,Bare,46.1075785,9.1102062,19110101,19110101,19110101,exact,
ITHS00242,Baresa,45.5398022,10.2200214,19050101,19050101,19050101,exact,
ITHS00243,Barga Gallicano,44.068114,10.451938,19130101,19130101,19130101,exact,
ITHS00244,Barge,44.7298337,7.3333474,18990101,18860101,18990101,window_1886_1899,
ITHS00245,Bari,41.11774,16.869601,18760101,,18760101,open_by_1876,
ITHS00246,Bari Centrale,41.11774,16.869601,19310101,19150101,19310101,window_1915_1931,
ITHS00247,Bari Santo Spirito,41.1596056,16.7463287,18850101,18770101,18850101,window_1877_1885,
ITHS00248,Baricetta,45.060889,11.995348,18850101,18770101,18850101,window_1877_1885,
ITHS00249,Barigazzo,44.2652852,10.6511600,19110101,19110101,19110101,exact,
ITHS00250,Barile,40.943044,15.670959,18990101,18860101,18990101,window_1886_1899,
ITHS00251,Barletta,41.315227,16.278867,18760101,,18760101,open_by_1876,
ITHS00252,Barolo,44.6146791,7.9394434,19140101,19140101,19140101,exact,
ITHS00253,Baronissi,40.743779,14.77224,19030101,19030101,19030101,exact,
ITHS00254,Barra,40.8441873,14.3141516,18990101,18860101,18990101,window_1886_1899,
ITHS00255,Barrali,39.4752889,9.1012726,18990101,18860101,18990101,window_1886_1899,
ITHS00256,Baruchella,45.0665244,11.4509909,19120101,19120101,19120101,exact,
ITHS00257,Basaluzzo,44.7668579,8.7032344,18990101,18860101,18990101,window_1886_1899,
ITHS00258,Baschi,42.6702835,12.2161353,19120101,19120101,19120101,exact,
ITHS00259,Bassano,43.3206123,12.9454519,18760101,,18760101,open_by_1876,
ITHS00260,Bassano del Grappa,45.766697,11.741525,19310101,19150101,19310101,window_1915_1931,
ITHS00261,Bassano in Taverina,42.483551,12.333556,18850101,18770101,18850101,window_1877_1885,
ITHS00262,Bastia,43.07133,12.547735,18760101,,18760101,open_by_1876,
ITHS00263,Bastia Umbra,43.0677554,12.5495816,18850101,18770101,18850101,window_1877_1885,
ITHS00264,Bastiglia,44.7269690,10.9986000,18990101,18860101,18990101,window_1886_1899,
ITHS00265,Battaglia,45.291475,11.77838,18760101,,18760101,open_by_1876,
ITHS00266,Battaglia Terme,45.291475,11.77838,19310101,19150101,19310101,window_1915_1931,
ITHS00267,Battipaglia,40.605789,14.98324,18760101,,18760101,open_by_1876,
ITHS00268,Baucina,37.9254289,13.5377102,18990101,18770101,18990101,window_1877_1899,
ITHS00270,Bauladu Milis,40.020722,8.687123,18990101,18860101,18990101,window_1886_1899,
ITHS00271,Baura,44.8529113,11.7176110,19040101,19040101,19040101,exact,
ITHS00272,Baveno,45.909105,8.502121,19040101,19040101,19040101,exact,
ITHS00273,Bazzana,44.777094,8.401557,18990101,18860101,18990101,window_1886_1899,
ITHS00274,Bazzano,42.340089610396,13.418395630581,18990101,18860101,18990101,window_1886_1899,
ITHS00275,Beaulard,45.046495,6.759713,18760101,,18760101,open_by_1876,
ITHS00276,Beffi,42.197341,13.660759,18760101,,18760101,open_by_1876,
ITHS00277,Beinette,44.36782,7.644884,18990101,18860101,18990101,window_1886_1899,
ITHS00278,Belgiojoso,45.16456,9.316875,18850101,18770101,18850101,window_1877_1885,
ITHS00279,Belgirate,45.843337,8.570821,19060101,19060101,19060101,exact,
ITHS00280,Bella Muro,40.700914,15.542936,18850101,18770101,18850101,window_1877_1885,
ITHS00281,Bellano Tartavale Terme,46.039448,9.302776,18990101,18860101,18990101,window_1886_1899,
ITHS00282,Bellante,42.7418470,13.8101950,18850101,18770101,18850101,window_1877_1885,
ITHS00283,Bellaria,44.150249,12.461168,18990101,18860101,18990101,window_1886_1899,
ITHS00284,Bellavista,40.517077,17.176892,19050101,19050101,19050101,exact,
ITHS00285,Bellinzago,45.566681,8.627652,18850101,18770101,18850101,window_1877_1885,
ITHS00287,Bellisio-Solfare,43.520379,12.823977,18990101,18860101,18990101,window_1886_1899,
ITHS00288,Belluno,46.141594,12.209703,18990101,18860101,18990101,window_1886_1899,
ITHS00289,Belmonte-Calabro,39.164427,16.064515,18990101,18860101,18990101,window_1886_1899,
ITHS00290,Belvedere Marittimo,39.616549,15.853039,19040101,19040101,19040101,exact,
ITHS00291,Belvi-Aritzo,39.9609522,9.1826187,18990101,18860101,18990101,window_1886_1899,
ITHS00293,Benetutti,40.4564610,9.1688290,18990101,18860101,18990101,window_1886_1899,
ITHS00294,Benevento,41.141901,14.769998,18760101,,18760101,open_by_1876,
ITHS00295,Benevento Porta Rufina,41.123564,14.784315,18990101,18860101,18990101,window_1886_1899,
ITHS00296,Berchidda,40.772052,9.181312,18850101,18770101,18850101,window_1877_1885,
ITHS00297,Bergamasco,44.819891,8.461447,18760101,,18760101,open_by_1876,
ITHS00298,Bergamo,45.690271,9.675082,18760101,,18760101,open_by_1876,
ITHS00299,Bergeggi,44.2497350,8.4433530,18760101,,18760101,open_by_1876,
ITHS00300,Bernalda,40.397616,16.682281,18760101,,18760101,open_by_1876,
ITHS00303,Bertinoro,44.1486650,12.1342350,19140101,19140101,19140101,exact,
ITHS00305,Besana,45.702824,9.28288,19130101,19130101,19130101,exact,
ITHS00306,Besnate,45.695409,8.761072,18990101,18860101,18990101,window_1886_1899,
ITHS00307,Besozzo,45.842188,8.662997,18990101,18860101,18990101,window_1886_1899,
ITHS00309,Bettola,44.7793185,9.5775428,18850101,18770101,18850101,window_1877_1885,
ITHS00310,Beura-Cardezza,46.068341,8.289627,19050101,19050101,19050101,exact,
ITHS00311,Bevilacqua,45.230145,11.398643,18990101,18860101,18990101,window_1886_1899,
ITHS00312,Biancavilla,37.6462764,14.8614108,18990101,18860101,18990101,window_1886_1899,
ITHS00315,Bianzè,45.309488,8.115523,18760101,,18760101,open_by_1876,
ITHS00316,Bianzone,46.179383,10.112507,19030101,19030101,19030101,exact,
ITHS00317,Bibbiano,0.0,4.5112561156128,19120101,19120101,19120101,exact,
ITHS00318,Bibbiena,-9.019375697908,4.5112471566161,18990101,18860101,18990101,window_1886_1899,
ITHS00320,Bibiana,44.809941,7.285727,18850101,18770101,18850101,window_1877_1885,
ITHS00321,Bicocca,37.460617,15.044594,18760101,,18760101,open_by_1876,
ITHS00322,Biella,45.5669538,8.0869120,18760101,,18760101,open_by_1876,
ITHS00323,Biella San Paolo,45.557334,8.067541,19310101,19150101,19310101,window_1915_1931,
ITHS00324,Bifarera,37.8872338,13.3346343,18990101,18770101,18990101,window_1877_1899,
ITHS00327,Birori,40.2648596,8.8174739,18990101,18860101,18990101,window_1886_1899,
ITHS00328,Bisacquino,37.7054309,13.2587609,18990101,18860101,18990101,window_1886_1899,
ITHS00329,Bisceglie,41.235445,16.499484,18760101,,18760101,open_by_1876,
ITHS00330,Bisignano,39.5001974,16.2744614,18850101,18770101,18850101,window_1877_1885,
ITHS00331,Bistagno,44.659256,8.372057,18760101,,18760101,open_by_1876,
ITHS00332,Bisuschio-Viggiu,45.870658,8.887544,18990101,18860101,18990101,window_1886_1899,
ITHS00333,Bitetto,41.0414078,16.7486991,18760101,,18760101,open_by_1876,
ITHS00334,Bitonto,41.0497743,16.5728773,18990101,18860101,18990101,window_1886_1899,
ITHS00335,Bogliasco,44.379207,9.066042,18760101,,18760101,open_by_1876,
ITHS00336,Bojano,41.4826448,14.4723134,18850101,18770101,18850101,window_1877_1885,
ITHS00337,Bolgheri,43.244664,10.550548,19030101,19030101,19030101,exact,
ITHS00338,Bolladore,46.3257157,10.3212193,19080101,19080101,19080101,exact,
ITHS00339,Bollate,45.5496883,9.1186872,18990101,18860101,18990101,window_1886_1899,
ITHS00340,Bologna,44.50626,11.342267,18760101,,18760101,open_by_1876,
ITHS00341,Bologna Borgo Panigale,44.515024,11.284728,18990101,18860101,18990101,window_1886_1899,
ITHS00342,Bologna Centrale,44.50626,11.342267,18990101,18860101,18990101,window_1886_1899,
ITHS00343,Bologna Roveri,0.0,4.5112561156128,18990101,18860101,18990101,window_1886_1899,
ITHS00344,Bologna S.Vitale,44.496288032223,11.373073477635,18990101,18860101,18990101,window_1886_1899,
ITHS00345,Bolotana,40.3257570,8.9611270,18990101,18860101,18990101,window_1886_1899,
ITHS00346,Bolzaneto,44.4586793,8.9014681,18760101,,18760101,open_by_1876,
ITHS00347,Bolzano,46.496346,11.358556,18760101,,18760101,open_by_1876,
ITHS00348,Bolzano Bozen,46.6559455,11.2302129,19310101,19150101,19310101,window_1915_1931,
ITHS00349,Bolzano Novarese,45.759357,8.440754,19030101,19030101,19030101,exact,
ITHS00350,Bonassola,44.184867,9.582673,18760101,,18760101,open_by_1876,
ITHS00351,Bondeno,-9.019375697908,4.5112471566161,18990101,18860101,18990101,window_1886_1899,
ITHS00352,Bonefro,41.7045330,14.9333340,18850101,18770101,18850101,window_1877_1885,
ITHS00353,Bonferraro,45.185651,11.009247,18990101,18860101,18990101,window_1886_1899,
ITHS00354,Bongiovanni,44.3515985,7.7865708,19030101,19030101,19030101,exact,
ITHS00355,Bono,40.4168302,9.0299928,18990101,18860101,18990101,window_1886_1899,
ITHS00356,Bonorva,40.417763,8.760707,18850101,18770101,18850101,window_1877_1885,
ITHS00357,Borca,45.8588555,8.4103587,19140101,19140101,19140101,exact,
ITHS00358,Bordighera,43.778313,7.663504,18760101,,18760101,open_by_1876,
