stop_id,stop_name,stop_lat,stop_lon,date_opened,date_opened_min,date_opened_max,date_precision,date_closed
ITHS01510,Manziana,42.1303442,12.1302711,18990101,18860101,18990101,window_1886_1899,
ITHS01511,Mapello,45.7089647,9.5475128,18760101,,18760101,open_by_1876,
ITHS01512,Marano,44.7207900,10.3722944,18760101,,18760101,open_by_1876,
ITHS01513,Maratea,39.995028,15.70975,18990101,18860101,18990101,window_1886_1899,
ITHS01514,Marausa,37.92647,12.504113,18850101,18770101,18850101,window_1877_1885,
ITHS01516,Marcaria,45.124518,10.533651,18760101,,18760101,open_by_1876,
ITHS01517,Marcatobianco,37.717381,13.719922,19030101,19030101,19030101,exact,
ITHS01518,Marcellinara,38.923103,16.466939,18990101,18860101,18990101,window_1886_1899,
ITHS01519,Marcianise,41.03596,14.287658,18760101,,18760101,open_by_1876,
ITHS01520,Marcianisi,41.03596,14.287658,18850101,18770101,18850101,window_1877_1885,
ITHS01521,Margarita,44.380082,7.685738,18990101,18860101,18990101,window_1886_1899,
ITHS01522,Mariano comense,45.693622,9.18147,18990101,18860101,18990101,window_1886_1899,
ITHS01523,Marianopoli,37.623011,13.898901,18850101,18770101,18850101,window_1877_1885,
ITHS01524,Mariglianella,40.9295130,14.4358330,19030101,19030101,19030101,exact,
ITHS01525,Marina di Gioiosa Ionica,38.3006628,16.3303619,19310101,19150101,19310101,window_1915_1931,
ITHS01526,Marinella,40.999129,9.55362,18850101,18770101,18850101,window_1877_1885,
ITHS01527,Marino,41.7697883,12.6586082,18760101,,18760101,open_by_1876,
ITHS01528,Marino del Tronto-Foligno,42.844346,13.632995,18990101,18860101,18990101,window_1886_1899,
ITHS01529,Marischio-Melano,43.3450654,12.8588269,19020101,19020101,19020101,exact,
ITHS01530,Marmore,42.547499,12.715224,18850101,18770101,18850101,window_1877_1885,
ITHS01531,Maroggia,46.1813990,9.7042720,18990101,18860101,18990101,window_1886_1899,
ITHS01532,Marone,45.7360860,10.0937620,19080101,19080101,19080101,exact,
ITHS01533,Marostica,45.7501568,11.6600642,18990101,18860101,18990101,window_1886_1899,
ITHS01534,Marotta,43.7712681,13.1330281,18760101,,18760101,open_by_1876,
ITHS01535,Marotta Mondolfo,43.769748,13.137273,18850101,18770101,18850101,window_1877_1885,
ITHS01536,Marradi Palazzuolo sul Senio,44.07973,11.619174,18990101,18860101,18990101,window_1886_1899,
ITHS01537,Marrubiu,39.7521430,8.6372280,18760101,,18760101,open_by_1876,
ITHS01538,Marsala,37.793514,12.443174,18850101,18770101,18850101,window_1877_1885,
ITHS01539,Martina Franca,0.0,4.5112561156128,18990101,18860101,18990101,window_1886_1899,
ITHS01540,Martinetto,44.6410502,7.6408279,18990101,18770101,18990101,window_1877_1899,
ITHS01541,Marzabotto,44.341237,11.207351,18760101,,18760101,open_by_1876,
ITHS01542,Marzanotto,44.341237,11.207351,18760101,,18760101,open_by_1876,
ITHS01543,Marzolara,44.6282874,10.1706664,19120101,19120101,19120101,exact,
ITHS01544,Mascali,37.765403,15.1942,18760101,,18760101,open_by_1876,
ITHS01545,Masera,46.1399790,8.3234150,19100101,19100101,19100101,exact,
ITHS01546,Masio,44.8666111,8.4201209,19030101,19030101,19030101,exact,
ITHS01547,Massa,44.0359323,10.1395519,18760101,,18760101,open_by_1876,
ITHS01548,Massa Centro,44.023741,10.136041,19310101,19150101,19310101,window_1915_1931,
ITHS01550,Massa Lombarda,44.448948,11.828068,18990101,18860101,18990101,window_1886_1899,
ITHS01551,Massa Martana,42.722113517771,12.529603341466,19110101,19110101,19110101,exact,
ITHS01552,Massafra,40.582968,17.107899,18760101,,18760101,open_by_1876,
ITHS01553,Massarosa-Bozzano,43.855652,10.352022,18990101,18860101,18990101,window_1886_1899,
ITHS01554,Matelica,43.25394,13.01509,18850101,18770101,18850101,window_1877_1885,
ITHS01555,Matera Centrale,0.0,4.5112561156128,18990101,18860101,18990101,window_1886_1899,
ITHS01556,Mathi,45.255625,7.540856,18760101,,18760101,open_by_1876,
ITHS01557,Matino,0.0,4.5112561156128,19080101,19080101,19080101,exact,
ITHS01558,Matrice-Montagano-San Giovanni in Galdo,41.621321,14.699561,18990101,18860101,18990101,window_1886_1899,
ITHS01559,Mattarello,46.0079317,11.1284914,18760101,,18760101,open_by_1876,
ITHS01560,Mazara,37.6537292,12.5886912,18850101,18770101,18850101,window_1877_1885,
ITHS01561,Mazara del Vallo,37.652448,12.594565,18990101,18860101,18990101,window_1886_1899,
ITHS01562,Meana,44.519368,8.298327,18760101,,18760101,open_by_1876,
ITHS01563,Meana Sardegna,39.9442510,9.0723340,18990101,18860101,18990101,window_1886_1899,
ITHS01564,Mecciano,43.1818587,13.0489545,19080101,19080101,19080101,exact,
ITHS01565,Meda,45.66232601797,9.1589818260921,18990101,18860101,18990101,window_1886_1899,
ITHS01566,Mede,45.095009,8.742594,18760101,,18760101,open_by_1876,
ITHS01567,Medesano,44.749265,10.140335,19120101,19120101,19120101,exact,
ITHS01568,Medolla,44.8466730,11.0676000,18990101,18860101,18990101,window_1886_1899,
ITHS01570,Mele,44.472797,8.733953,18990101,18860101,18990101,window_1886_1899,
ITHS01571,Melegnano,45.356321,9.319271,18850101,18770101,18850101,window_1877_1885,
ITHS01572,Melfi,40.989871,15.646895,18990101,18860101,18990101,window_1886_1899,
ITHS01574,Melito,40.3334803,15.0652287,18760101,,18760101,open_by_1876,
ITHS01576,Melzo,45.502191,9.420653,18760101,,18760101,open_by_1876,
ITHS01577,Menaggio,46.0197842,9.2389513,18990101,18860101,18990101,window_1886_1899,
ITHS01578,Mendrisio,45.882560324017,8.9613381982474,18990101,18860101,18990101,window_1886_1899,
ITHS01579,Meolo,45.61319,12.453969,18850101,18770101,18850101,window_1877_1885,
ITHS01580,Meran Merano,46.6713536,11.1646348,18990101,18860101,18990101,window_1886_1899,
ITHS01581,Merana,44.519368,8.298327,18760101,,18760101,open_by_1876,
ITHS01582,Mercato San Severino,40.783095,14.759749,18990101,18860101,18990101,window_1886_1899,
ITHS01583,Mercenasco,45.353436,7.886405,18760101,,18760101,open_by_1876,
ITHS01584,Mergnano,43.1708404,13.0453800,18990101,18860101,18990101,window_1886_1899,
ITHS01585,Mergozzo,45.961303,8.440881,19060101,19060101,19060101,exact,
ITHS01586,Merone,45.781374,9.243772,18990101,18860101,18990101,window_1886_1899,
ITHS01587,Mesagne,40.563203,17.802082,18990101,18860101,18990101,window_1886_1899,
ITHS01588,Meschino,42.2169955,14.5463122,19100101,19100101,19100101,exact,
ITHS01589,Messina,38.184975,15.561278,18760101,,18760101,open_by_1876,
ITHS01590,Messina Centrale,38.184975,15.561278,18990101,18860101,18990101,window_1886_1899,
ITHS01591,Mestre,45.4943063,12.2418053,18760101,,18760101,open_by_1876,
ITHS01592,Mestrino,45.457878,11.773859,18990101,18860101,18990101,window_1886_1899,
ITHS01593,Metaponto,40.368496,16.815176,18850101,18770101,18850101,window_1877_1885,
ITHS01594,Mezzani Rondani,44.966764,10.398818,18990101,18860101,18990101,window_1886_1899,
ITHS01595,Mezzano,44.463,12.098501,18990101,18860101,18990101,window_1886_1899,
ITHS01596,Mezzocorona,46.207258,11.128595,18990101,18860101,18990101,window_1886_1899,
ITHS01597,Mezzolara,0.0,4.5112561156128,18990101,18860101,18990101,window_1886_1899,
ITHS01598,Mezzolombardo,46.2120936,11.0935086,19100101,19100101,19100101,exact,
ITHS01599,Miagliano,45.6134640,8.0447190,18990101,18860101,18990101,window_1886_1899,
ITHS01600,Migliarino,-9.019375697908,4.5112471566161,18850101,18770101,18850101,window_1877_1885,
ITHS01601,Mignanego,44.539031,8.929951,18990101,18860101,18990101,window_1886_1899,
ITHS01602,Mignano,43.6862220,12.0066901,18760101,,18760101,open_by_1876,
ITHS01603,Milano,45.486347,9.204528,18760101,,18760101,open_by_1876,
ITHS01604,Milano Bruzzano,45.5332364,9.1727079,18990101,18860101,18990101,window_1886_1899,
ITHS01605,Milano Centrale,45.486347,9.204528,19310101,19150101,19310101,window_1915_1931,
ITHS01606,Milano Certosa,45.507019,9.133863,18990101,18860101,18990101,window_1886_1899,
ITHS01607,Milano Greco Pirelli,45.51272,9.214456,19310101,19150101,19310101,window_1915_1931,
ITHS01608,Milano Lambrate,45.484933,9.237333,19080101,19080101,19080101,exact,
ITHS01610,Milano Porta Garibaldi,45.484917,9.187683,19310101,19150101,19310101,window_1915_1931,
ITHS01611,Milano Porta Genova,45.453379,9.169303,18990101,18860101,18990101,window_1886_1899,
ITHS01612,Milano Porta Vittoria,45.459579,9.21813,19310101,19150101,19310101,window_1915_1931,
ITHS01613,Milano Rogoredo,45.433866,9.2391,18990101,18860101,18990101,window_1886_1899,
ITHS01614,Milazzo,38.21195,15.244203,18990101,18860101,18990101,window_1886_1899,
ITHS01615,Mileto,38.577082,16.060041,19060101,19060101,19060101,exact,
ITHS01616,Mili,38.1243675,15.5181006,18990101,18860101,18990101,window_1886_1899,
ITHS01617,Militello,37.277194,14.78317,18990101,18860101,18990101,window_1886_1899,
ITHS01618,Millesimo,44.3675360,8.2017460,19120101,19120101,19120101,exact,
ITHS01619,Mimiani-S.Cataldo,37.547382,13.963966,18990101,18860101,18990101,window_1886_1899,
ITHS01620,Mineo,37.24572,14.756907,18990101,18860101,18990101,window_1886_1899,
ITHS01621,Minervino Murge,41.081788,16.074974,18990101,18860101,18990101,window_1886_1899,
ITHS01622,Minturno Scauri,41.257621,13.720664,18990101,18860101,18990101,window_1886_1899,
ITHS01623,Mira-Mirano,45.462943,12.118789,18990101,18860101,18990101,window_1886_1899,
ITHS01624,Miradolo,45.162007,9.449952,18760101,,18760101,open_by_1876,
ITHS01625,Mirandola,44.891638,11.111689,18760101,,18760101,open_by_1876,
ITHS01627,Mirto Crosia,39.604876,16.777366,18760101,,18760101,open_by_1876,
ITHS01629,Misilmeri,38.0352205,13.4514041,18990101,18860101,18990101,window_1886_1899,
ITHS01630,Misterbianco,37.5191722,15.0079363,18990101,18860101,18990101,window_1886_1899,
ITHS01631,Misurina,46.5785263,12.2520330,18990101,18860101,18990101,window_1886_1899,
ITHS01632,Mocaiana,43.3796668,12.4977839,18990101,18860101,18990101,window_1886_1899,
ITHS01633,Modena,44.654461,10.930373,18760101,,18760101,open_by_1876,
ITHS01634,Modica,36.8529,14.754255,18990101,18860101,18990101,window_1886_1899,
ITHS01635,Modolena,44.7140696,10.5864068,19100101,19100101,19100101,exact,
ITHS01636,Modolo,40.2811970,8.5291422,18990101,18860101,18990101,window_1886_1899,
ITHS01637,Modugno,41.077209059785,16.762315960751,18760101,,18760101,open_by_1876,
ITHS01638,Moggio,45.9129931,9.5089324,18850101,18770101,18850101,window_1877_1885,
ITHS01639,Mogliano,43.1864614,13.4809705,18760101,,18760101,open_by_1876,
ITHS01640,Moiana,45.787082,9.255607,18990101,18860101,18990101,window_1886_1899,
ITHS01641,Moimacco,46.0913240,13.3770310,18990101,18860101,18990101,window_1886_1899,
ITHS01642,Mola di Bari,41.057227,17.080919,18760101,,18760101,open_by_1876,
ITHS01643,Molare,44.621975,8.609904,18990101,18860101,18990101,window_1886_1899,
ITHS01644,Molfetta,41.196008,16.596793,18760101,,18760101,open_by_1876,
ITHS01645,Molina,45.6123373,10.9111513,18760101,,18760101,open_by_1876,
ITHS01646,Molinella,0.0,4.5112561156128,18990101,18860101,18990101,window_1886_1899,
ITHS01647,Molini d'Isola,44.8403619,8.1869983,18850101,18770101,18850101,window_1877_1885,
ITHS01648,Molino del Pallone,44.100128,10.961252,18760101,,18760101,open_by_1876,
ITHS01649,Mollaro,46.2946842,11.0713894,19100101,19100101,19100101,exact,
ITHS01650,Molteno,45.780939,9.301683,18990101,18860101,18990101,window_1886_1899,
ITHS01651,Mombaldone,44.5695562,8.3301861,18760101,,18760101,open_by_1876,
ITHS01652,Mombaruzzo,44.76235,8.441006,18990101,18860101,18990101,window_1886_1899,
ITHS01653,Momo,45.574646,8.55689,18760101,,18760101,open_by_1876,
ITHS01654,Monasterace,38.4536790,16.5520090,18760101,,18760101,open_by_1876,
ITHS01655,Monasterace Stilo,38.437591,16.574444,18850101,18770101,18850101,window_1877_1885,
ITHS01656,Moncalieri,44.998187,7.678027,18760101,,18760101,open_by_1876,
ITHS01657,Moncalvo,45.059463,8.261905,18760101,,18760101,open_by_1876,
ITHS01658,Moncenisio,45.2052852,6.9824996,19120101,19120101,19120101,exact,
ITHS01659,Monchiero,44.5705380,7.9202360,18760101,,18760101,open_by_1876,
ITHS01662,Mondovì,44.398255,7.816339,18760101,,18760101,open_by_1876,
ITHS01663,Mondugno,41.077209059785,16.762315960751,19310101,19150101,19310101,window_1915_1931,
ITHS01664,Moneglia,44.242449,9.486957,18760101,,18760101,open_by_1876,
ITHS01665,Monfalcone,45.807683,13.542929,18760101,,18760101,open_by_1876,
ITHS01666,Mongardino,44.84161,8.207411,18990101,18860101,18990101,window_1886_1899,
ITHS01667,Monghidoro,44.2198594,11.3187467,18990101,18770101,18990101,window_1877_1899,
ITHS01668,Mongrando,45.5277315,8.0105832,18990101,18860101,18990101,window_1886_1899,
ITHS01669,Mongrando,45.5277315,8.0105832,18990101,18770101,18990101,window_1877_1899,
ITHS01670,Mongrassano-Cervicati,39.538462,16.222511,18990101,18860101,18990101,window_1886_1899,
ITHS01671,Monopoli,40.952017,17.292455,18760101,,18760101,open_by_1876,
ITHS01672,Monsampolo,42.8969500,13.7938920,18990101,18860101,18990101,window_1886_1899,
ITHS01673,Monselice,45.246116,11.74789,18760101,,18760101,open_by_1876,
ITHS01674,Montagnana,45.228238,11.459873,18850101,18770101,18850101,window_1877_1885,
ITHS01675,Montaguto,41.2493691,15.2482760,18760101,,18760101,open_by_1876,
ITHS01676,Montalbano Jonico,40.2884103,16.5681711,18990101,18860101,18990101,window_1886_1899,
ITHS01677,Montalceto,43.2194762,11.6163708,19110101,19110101,19110101,exact,
ITHS01678,Montalcino,43.0575578,11.4902818,18760101,,18760101,open_by_1876,
ITHS01679,Montale,43.9352396,11.0158786,18850101,18770101,18850101,window_1877_1885,
ITHS01680,Montalto,43.4985445,11.6655028,18760101,,18760101,open_by_1876,
ITHS01681,Montalto di Castro,42.334623,11.595085,18850101,18770101,18850101,window_1877_1885,
ITHS01682,Montanaro,45.232674,7.858331,18760101,,18760101,open_by_1876,
ITHS01683,Montardone,44.4705133,10.8102219,19080101,19080101,19080101,exact,
ITHS01684,Montauro,38.7487702,16.5129098,18850101,18770101,18850101,window_1877_1885,
ITHS01685,Monte Amiata,42.9763588,11.5468742,18760101,,18760101,open_by_1876,
ITHS01686,Monte Antico,42.981054,11.359819,18760101,,18760101,open_by_1876,
ITHS01687,Monte Giordano,40.040812,16.597907,18760101,,18760101,open_by_1876,
ITHS01689,Monte Marciano,43.651397,13.346478,18850101,18770101,18850101,window_1877_1885,
ITHS01692,Montebello,45.45251,11.390803,18760101,,18760101,open_by_1876,
ITHS01693,Montebelluna,45.776434,12.054,18850101,18770101,18850101,window_1877_1885,
ITHS01694,Montebelluno,45.776434,12.054,19310101,19150101,19310101,window_1915_1931,
ITHS01695,Montecalvo buonalbergo,41.2154428,15.0275449,18990101,18860101,18990101,window_1886_1899,
ITHS01696,Montecarlo San Salvatore,43.850798,10.68537,18850101,18770101,18850101,window_1877_1885,
ITHS01697,Montecarotto,43.5412208,13.0845243,19080101,19080101,19080101,exact,
ITHS01698,Montecatini,43.8831790,10.7709533,18760101,,18760101,open_by_1876,
ITHS01699,Montecatini Centro,43.881216,10.77081,19310101,19150101,19310101,window_1915_1931,
ITHS01700,Montechiaro,46.6364618,10.5683326,18760101,,18760101,open_by_1876,
ITHS01701,Montecorona,43.266984300851,12.376152898824,18990101,18860101,18990101,window_1886_1899,
ITHS01702,Montecorvino,40.617439,14.944628,18760101,,18760101,open_by_1876,
ITHS01703,Montecosaro,43.289297,13.646378,18990101,18860101,18990101,window_1886_1899,
ITHS01704,Montefalcione,40.951114,14.886432,18990101,18860101,18990101,window_1886_1899,
ITHS01705,Montefiascone,42.520268,12.050448,18990101,18860101,18990101,window_1886_1899,
ITHS01706,Monteggiana,45.029685,10.755439,18850101,18770101,18850101,window_1877_1885,
ITHS01707,Montegrosso,44.818465,8.239171,18990101,18860101,18990101,window_1886_1899,
ITHS01708,Montegrotto,45.3236060,11.7850826,18760101,,18760101,open_by_1876,
ITHS01709,Monteiasi,40.523852,17.361457,18990101,18860101,18990101,window_1886_1899,
ITHS01710,Montella,40.845175,15.032758,18990101,18860101,18990101,window_1886_1899,
ITHS01711,Montelupo,43.4138326,11.2560103,18760101,,18760101,open_by_1876,
ITHS01712,Montemaggiore,46.2677703,13.3697506,18760101,,18760101,open_by_1876,
ITHS01713,Montemarciano,43.651397,13.346478,18990101,18860101,18990101,window_1886_1899,
ITHS01714,Montemileto,40.993606,14.920685,18990101,18860101,18990101,window_1886_1899,
ITHS01715,Montenero-Petacciato,42.033286,14.851015,18990101,18860101,18990101,window_1886_1899,
ITHS01716,Montepescali,42.869518,11.068743,18760101,,18760101,open_by_1876,
ITHS01717,Monteprandone,42.894183,13.849996,18990101,18860101,18990101,window_1886_1899,
ITHS01718,Montepulciano,43.135353,11.856865,18760101,,18760101,open_by_1876,
ITHS01720,Monteresso,44.145967,9.649009,18850101,18770101,18850101,window_1877_1885,
ITHS01722,Monterosso,44.145967,9.649009,18760101,,18760101,open_by_1876,
ITHS01723,Monterotondo,42.0517987,12.6183967,18850101,18770101,18850101,window_1877_1885,
ITHS01724,Montesano,44.732964,11.73652,18990101,18860101,18990101,window_1886_1899,
ITHS01726,Montesanto Napoli,40.8472171,14.2451762,18990101,18860101,18990101,window_1886_1899,
ITHS01727,Montesilvano,42.515766,14.152567,18760101,,18760101,open_by_1876,
ITHS01728,Montevarchi,43.5234999,11.5675911,18760101,,18760101,open_by_1876,
ITHS01729,Monteverde,40.967691,15.568502,18990101,18860101,18990101,window_1886_1899,
ITHS01730,Monti,40.8059690,9.3255270,18850101,18770101,18850101,window_1877_1885,
ITHS01731,Monti Telti,40.829632,9.322814,19310101,19150101,19310101,window_1915_1931,
ITHS01732,Monticchio,40.923923,15.539231,18990101,18860101,18990101,window_1886_1899,
ITHS01734,Monticello d'Alba,44.703736,7.965002,18850101,18770101,18850101,window_1877_1885,
ITHS01735,Montirone,45.451352,10.239482,18990101,18860101,18990101,window_1886_1899,
ITHS01736,Montoro,40.831616,14.80217,18850101,18770101,18850101,window_1877_1885,
ITHS01737,Montorsoli,43.881903,11.265484,18990101,18860101,18990101,window_1886_1899,
ITHS01738,Montuolo,43.8391219,10.4458773,19040101,19040101,19040101,exact,
ITHS01740,Monza,45.577789,9.273253,18760101,,18760101,open_by_1876,
ITHS01742,Morando,45.1221763,7.4013090,19120101,19120101,19120101,exact,
ITHS01743,Morano sul Po,45.170793,8.366168,18990101,18860101,18990101,window_1886_1899,
ITHS01744,Morbegno,46.136663,9.568646,18850101,18770101,18850101,window_1877_1885,
ITHS01745,Morcone,41.340445,14.677658,18850101,18770101,18850101,window_1877_1885,
ITHS01746,Morengo,45.5336039,9.7052776,18850101,18770101,18850101,window_1877_1885,
ITHS01747,Mores,40.5483600,8.8312210,18850101,18770101,18850101,window_1877_1885,
ITHS01748,Moretta,44.765514,7.530303,18850101,18770101,18850101,window_1877_1885,
ITHS01749,Mori,45.861216,11.002648,18760101,,18760101,open_by_1876,
ITHS01750,Morolo,41.667018,13.194557,18990101,18860101,18990101,window_1886_1899,
ITHS01751,Morosolo,45.8242814,8.7635101,18990101,18860101,18990101,window_1886_1899,
ITHS01752,Morrovalle,43.3145533,13.5795085,18850101,18770101,18850101,window_1877_1885,
ITHS01754,Mortara,45.252171,8.731639,18760101,,18760101,open_by_1876,
ITHS01755,Mortizzuolo,44.8771649,11.1304302,19030101,19030101,19030101,exact,
ITHS01756,Mosciano Sant'Angelo,42.710309,13.908563,18850101,18770101,18850101,window_1877_1885,
ITHS01758,Motta,44.7276595,7.7599825,18850101,18770101,18850101,window_1877_1885,
ITHS01759,Motta di Costigliole,44.8087404,8.1475984,18760101,,18760101,open_by_1876,
ITHS01760,Motta di Livenza,45.779114,12.607118,18850101,18770101,18850101,window_1877_1885,
ITHS01761,Motta S.Anastasia,37.460389,14.936912,18760101,,18760101,open_by_1876,
ITHS01762,Motta S.Damiano,45.178344,9.219866,18760101,,18760101,open_by_1876,
ITHS01763,Motta San Damiano,45.178344,9.219866,18850101,18770101,18850101,window_1877_1885,
ITHS01765,Motteggiana,45.029685,10.755439,18990101,18860101,18990101,window_1886_1899,
ITHS01766,Mottola,40.6332250,17.0371950,18850101,18770101,18850101,window_1877_1885,
ITHS01767,Mozzate,45.677846331169,8.9551877327449,18990101,18860101,18990101,window_1886_1899,
ITHS01768,Mozzecane,45.306687,10.823657,18760101,,18760101,open_by_1876,
ITHS01771,Mulinello,42.0815327,14.4297340,19100101,19100101,19100101,exact,
ITHS01772,Mulinetti,44.362614,9.129499,18990101,18860101,18990101,window_1886_1899,
ITHS01773,Mungivacca (Bari),0.0,4.5112561156128,19010101,19010101,19010101,exact,
ITHS01774,Murello,44.7542339,7.6057530,18990101,18860101,18990101,window_1886_1899,
ITHS01775,Murisengo,45.0837764,8.1372333,18990101,18860101,18990101,window_1886_1899,
ITHS01776,Murlo,43.11398,11.400394,18990101,18860101,18990101,window_1886_1899,
ITHS01777,Musei,39.28837,8.676528,18760101,,18760101,open_by_1876,
ITHS01778,Musocco,45.5067834,9.1362570,18760101,,18760101,open_by_1876,
ITHS01779,Mussotto,44.713227,8.015194,18760101,,18760101,open_by_1876,
ITHS01780,Mutignano,42.5876614,14.0334093,18760101,,18760101,open_by_1876,
ITHS01781,Muzzana del Torgnano,45.816817,13.132376,18990101,18860101,18990101,window_1886_1899,
ITHS01782,Nabresina,45.7504341,13.6708659,18760101,,18760101,open_by_1876,
ITHS01783,Napoli,40.852933,14.272908,18760101,,18760101,open_by_1876,
ITHS01784,Napoli Centrale,40.852933,14.272908,18990101,18860101,18990101,window_1886_1899,
ITHS01785,Napoli Mergellina,40.831531,14.218662,19310101,19150101,19310101,window_1915_1931,
ITHS01786,Nardi,43.5297844,11.4979717,18850101,18770101,18850101,window_1877_1885,
ITHS01787,Nardò,0.0,4.5112561156128,18850101,18770101,18850101,window_1877_1885,
ITHS01788,Nardo Centrale,0.0,4.5112561156128,19070101,19070101,19070101,exact,
ITHS01789,Narni,42.5195891,12.5152257,18760101,,18760101,open_by_1876,
ITHS01790,Narzole,44.598377,7.881597,18760101,,18760101,open_by_1876,
ITHS01791,Nasisi,40.50791,17.257802,19310101,19150101,19310101,window_1915_1931,
ITHS01792,Navacchio,43.685941,10.486806,18760101,,18760101,open_by_1876,
ITHS01793,Neive,44.723048,8.121071,18760101,,18760101,open_by_1876,
ITHS01794,Nembro,45.7533898,9.7558250,18990101,18860101,18990101,window_1886_1899,
ITHS01795,Nepezzano,42.6904446,13.7557410,19050101,19050101,19050101,exact,
ITHS01796,Nera Montoro,42.497855,12.476587,18850101,18770101,18850101,window_1877_1885,
ITHS01797,Nereto-Alba Adriatica-Controguerra,42.8343846,13.9171881,18990101,18860101,18990101,window_1886_1899,
ITHS01798,Nervi,44.3833121,9.0391295,18760101,,18760101,open_by_1876,
ITHS01799,Nettuno,41.459558,12.662123,18850101,18770101,18850101,window_1877_1885,
ITHS01800,Nibbiano,44.9051687,9.3287813,19130101,19130101,19130101,exact,
ITHS01801,Niccone,43.314089503975,12.304779895135,18990101,18770101,18990101,window_1877_1899,
ITHS01802,Nichelino,44.99132,7.642068,18850101,18770101,18850101,window_1877_1885,
ITHS01803,Nichellino,44.99132,7.642068,18760101,,18760101,open_by_1876,
ITHS01804,Nicorvo,45.275462,8.6712,18990101,18860101,18990101,window_1886_1899,
ITHS01805,Nicosia,37.7481225,14.3982978,18990101,18770101,18990101,window_1877_1899,
ITHS01806,Nicotera,38.549328,15.933749,18990101,18860101,18990101,window_1886_1899,
ITHS01807,Niella,44.415377,7.926365,18760101,,18760101,open_by_1876,
ITHS01808,Nigolosu,40.2620166,8.5042846,18990101,18860101,18990101,window_1886_1899,
ITHS01810,Nizza di Sicilia,37.996937,15.412334,18850101,18770101,18850101,window_1877_1885,
ITHS01811,Nizza Monferrato,44.772905,8.361146,18760101,,18760101,open_by_1876,
ITHS01812,Noale-Scorze,45.553833,12.074888,19100101,19100101,19100101,exact,
ITHS01813,Nocera,40.745318,14.635346,18760101,,18760101,open_by_1876,
ITHS01814,Nocera Inferiore,40.745318,14.635346,19100101,19100101,19100101,exact,
ITHS01815,Nocera Superiore,40.742597,14.672398,18990101,18860101,18990101,window_1886_1899,
ITHS01816,Nocera Tirinese,39.015913,16.119677,18990101,18860101,18990101,window_1886_1899,
ITHS01817,Nocera Umbra,43.100663,12.767207,18990101,18860101,18990101,window_1886_1899,
ITHS01818,Noci,0.0,4.5112561156128,18990101,18860101,18990101,window_1886_1899,
ITHS01819,Nogara,45.179937,11.070572,18990101,18860101,18990101,window_1886_1899,
ITHS01820,Noicattaro(Bari Torre a Mare),0.0,4.5112561156128,18990101,18860101,18990101,window_1886_1899,
ITHS01821,Nola,40.923652,14.525004,18760101,,18760101,open_by_1876,
ITHS01822,Nole,45.24165,7.570774,18760101,,18760101,open_by_1876,
ITHS01823,Noli,44.2058832,8.4164190,18760101,,18760101,open_by_1876,
ITHS01824,None,44.938011,7.540068,18760101,,18760101,open_by_1876,
ITHS01825,Notaresco,42.706502,13.876365,19000101,19000101,19000101,exact,
ITHS01826,Noto,36.88247,15.074523,18990101,18860101,18990101,window_1886_1899,
ITHS01827,Nova Siri,40.1482120,16.5388890,18760101,,18760101,open_by_1876,
ITHS01828,Novaledo,46.0343635,11.3671868,19080101,19080101,19080101,exact,
ITHS01829,Novara,45.451376,8.624895,18760101,,18760101,open_by_1876,
ITHS01830,Novara-Montalbano-Furnari,38.121516,15.130702,19010101,19010101,19010101,exact,
ITHS01831,Novate Mezzola,46.216595,9.446573,18990101,18860101,18990101,window_1886_1899,
ITHS01832,Novate Milanese,45.533294575948,9.1326319403483,18990101,18860101,18990101,window_1886_1899,
ITHS01833,Nove,46.050895,12.313312,18990101,18860101,18990101,window_1886_1899,
ITHS01834,Novellara,0.0,4.5112561156128,18990101,18860101,18990101,window_1886_1899,
ITHS01835,Novi,44.8484242,7.9764185,18760101,,18760101,open_by_1876,
ITHS01836,Novi Ligure,44.762521,8.787289,18850101,18770101,18850101,window_1877_1885,
ITHS01837,Novoli,0.0,4.5112561156128,18990101,18860101,18990101,window_1886_1899,
ITHS01838,Nozzano,43.829956,10.40716,18990101,18860101,18990101,window_1886_1899,
ITHS01839,Nucetto,44.338871,8.061386,18990101,18860101,18990101,window_1886_1899,
ITHS01840,Nuchis,40.9106192,9.1642705,18990101,18860101,18990101,window_1886_1899,
ITHS01841,Nulvi,40.7837640,8.7437160,19100101,19100101,19100101,exact,
ITHS01843,Nuoro,40.2640891,9.1272041,18990101,18860101,18990101,window_1886_1899,
ITHS01845,Nurallao,39.7902781,9.0807366,18990101,18860101,18990101,window_1886_1899,
ITHS01846,Nurri,39.7120480,9.2298410,18990101,18860101,18990101,window_1886_1899,
ITHS01847,Nus,45.738786,7.4712,18990101,18860101,18990101,window_1886_1899,
ITHS01848,Nusco,40.872272,15.095642,18990101,18860101,18990101,window_1886_1899,
ITHS01849,Occhieppo Inferiore,45.5528488,8.0230162,18990101,18860101,18990101,window_1886_1899,
ITHS01850,Oderzo,45.775304,12.49293,18850101,18770101,18850101,window_1877_1885,
ITHS01851,Offida,42.9386073,13.7174961,18990101,18860101,18990101,window_1886_1899,
ITHS01852,Oggiono,45.788993,9.33748,18990101,18860101,18990101,window_1886_1899,
ITHS01853,Ogliastro Cilento,40.3524050,15.0431540,18850101,18770101,18850101,window_1877_1885,
