from_stop_id,to_stop_id,route_id,date_opened,date_closed,evidence,line_name
ITHS01142,ITHS02651,ferrovia_torino_fossano_savona,18480101,,dated_line,Ferrovia Torino-Fossano-Savona
ITHS01143,ITHS01304,,,,current_only,
ITHS01155,ITHS03057,,,,current_only,
ITHS01156,ITHS01396,ferrovia_verona_rovigo,18760101,19870101,dated_line,ferrovia Verona-Rovigo
ITHS01160,ITHS01998,,,,current_only,
ITHS01168,ITHS01785,linea_6,20070101,,dated_line,linea 6
ITHS01171,ITHS01968,,,,current_only,
ITHS01177,ITHS01304,,,,current_only,
ITHS01180,ITHS01616,,,,current_only,
ITHS01184,ITHS02002,,,,current_only,
ITHS01185,ITHS03083,,,,current_only,
ITHS01188,ITHS01829,,,,current_only,
ITHS01190,ITHS02112,,,,current_only,
ITHS01190,ITHS02574,,,,current_only,
ITHS01200,ITHS02234,,,,current_only,
ITHS01200,ITHS02975,,,,current_only,
ITHS01202,ITHS02373,,,,current_only,
ITHS01205,ITHS01253,,,,current_only,
ITHS01205,ITHS02669,,,,current_only,
ITHS01210,ITHS02950,,,,current_only,
ITHS01210,ITHS03192,,,,current_only,
ITHS01213,ITHS03106,ferrovia_pontebbana,18750101,,dated_line,ferrovia Pontebbana
ITHS01217,ITHS01219,metropolitana_di_genova,19900101,,dated_line,metropolitana di Genova
ITHS01218,ITHS01222,,,,current_only,
ITHS01220,ITHS01222,,,,current_only,
ITHS01224,ITHS01761,,,,current_only,
ITHS01224,ITHS02733,,,,current_only,
ITHS01229,ITHS01735,,,,current_only,
ITHS01230,ITHS02373,,,,current_only,
ITHS01230,ITHS02757,,,,current_only,
ITHS01236,ITHS03052,,,,current_only,
ITHS01238,ITHS02940,,,,current_only,
ITHS01241,ITHS01593,,,,current_only,
ITHS01245,ITHS02356,,,,current_only,
ITHS01245,ITHS02739,,,,current_only,
ITHS01248,ITHS01644,,,,current_only,
ITHS01251,ITHS01756,,,,current_only,
ITHS01251,ITHS02968,,,,current_only,
ITHS01253,ITHS01716,,,,current_only,
ITHS01255,ITHS01595,ferrovia_ferrara_rimini,18830101,,dated_line,ferrovia Ferrara-Rimini
ITHS01264,ITHS02232,,,,current_only,
ITHS01265,ITHS02517,,,,current_only,
ITHS01272,ITHS03206,,,,current_only,
ITHS01273,ITHS02134,,,,current_only,
ITHS01274,ITHS02412,ferrovia_faenza_ravenna,19210101,,dated_line,ferrovia Faenza-Ravenna
ITHS01278,ITHS02521,,,,current_only,
ITHS01288,ITHS03108,,,,current_only,
ITHS01292,ITHS01716,,,,current_only,
ITHS01294,ITHS01709,,,,current_only,
ITHS01295,ITHS02431,,,,current_only,
ITHS01297,ITHS02256,,,,current_only,
ITHS01298,ITHS01705,ferrovia_viterbo_orte,18860101,,dated_line,ferrovia Viterbo-Orte
ITHS01300,ITHS01944,ferrovia_lecco_brescia,18630101,,dated_line,ferrovia Lecco-Brescia
ITHS01301,ITHS01596,ferrovia_trento_mal_mezzana,19090101,,dated_line,ferrovia Trento-Malé-Mezzana
ITHS01306,ITHS01655,,,,current_only,
ITHS01306,ITHS02438,,,,current_only,
ITHS01315,ITHS03181,,,,current_only,
ITHS01317,ITHS03187,,,,current_only,
ITHS01323,ITHS01887,,,,current_only,
ITHS01324,ITHS02162,,,,current_only,
ITHS01325,ITHS03083,ferrovia_varese_porto_ceresio,18940101,20090101,dated_line,ferrovia Varese-Porto Ceresio
ITHS01331,ITHS02607,,,,current_only,
ITHS01335,ITHS02382,,,,current_only,
ITHS01336,ITHS01819,,,,current_only,
ITHS01340,ITHS01930,,,,current_only,
ITHS01342,ITHS02831,,,,current_only,
ITHS01344,ITHS01806,,,,current_only,
ITHS01347,ITHS01933,ferrovia_terni_sulmona,18830101,,dated_line,ferrovia Terni-Sulmona
ITHS01347,ITHS02640,ferrovia_terni_sulmona,18830101,,dated_line,ferrovia Terni-Sulmona
ITHS01349,ITHS01351,,,,current_only,
ITHS01353,ITHS02815,,,,current_only,
ITHS01353,ITHS02999,ferrovia_venezia_udine,18510101,,dated_line,ferrovia Venezia-Udine
ITHS01363,ITHS01518,,,,current_only,
ITHS01374,ITHS03033,,,,current_only,
ITHS01377,ITHS02162,,,,current_only,
ITHS01378,ITHS01587,,,,current_only,
ITHS01383,ITHS03212,ferrovia_ferrara_rimini,18830101,,dated_line,ferrovia Ferrara-Rimini
ITHS01385,ITHS01596,,,,current_only,
ITHS01385,ITHS02986,,,,current_only,
ITHS01389,ITHS02987,,,,current_only,
ITHS01390,ITHS03065,ferrovia_como_lecco,18880101,,dated_line,ferrovia Como-Lecco
ITHS01393,ITHS03159,,,,current_only,
ITHS01398,ITHS01399,ferrovia_messina_siracusa,18660101,,dated_line,ferrovia Messina-Siracusa
ITHS01399,ITHS01982,ferrovia_messina_siracusa,18660101,,dated_line,ferrovia Messina-Siracusa
ITHS01403,ITHS02348,,,,current_only,
ITHS01404,ITHS03138,ferrovia_milano_venezia,18420101,,dated_line,ferrovia Milano-Venezia
ITHS01409,ITHS02858,,,,current_only,
ITHS01410,ITHS01720,,,,current_only,
ITHS01412,ITHS02378,,,,current_only,
ITHS01413,ITHS02491,,,,current_only,
ITHS01420,ITHS02496,,,,current_only,
ITHS01420,ITHS03138,ferrovia_vicenza_treviso,18770101,,dated_line,ferrovia Vicenza-Treviso
ITHS01421,ITHS02195,ferrovia_venezia_trieste,18850101,,dated_line,ferrovia Venezia-Trieste
ITHS01421,ITHS02582,,,,current_only,
ITHS01428,ITHS02058,,,,current_only,
ITHS01433,ITHS02682,,,,current_only,
ITHS01433,ITHS02868,ferrovia_milano_bologna,18610101,,dated_line,ferrovia Milano-Bologna
ITHS01442,ITHS01838,,,,current_only,
ITHS01442,ITHS02317,,,,current_only,
ITHS01442,ITHS02865,ferrovia_viareggio_firenze,18480101,,dated_line,ferrovia Viareggio-Firenze
ITHS01447,ITHS01550,ferrovia_lavezzola_lugo,18880101,,dated_line,Ferrovia Lavezzola-Lugo
ITHS01448,ITHS02193,,,,current_only,
ITHS01452,ITHS02533,,,,current_only,
ITHS01462,ITHS02139,,,,current_only,
ITHS01465,ITHS02696,ferrovia_seregno_bergamo,18880101,,dated_line,ferrovia Seregno-Bergamo
ITHS01470,ITHS03057,,,,current_only,
ITHS01472,ITHS02935,,,,current_only,
ITHS01474,ITHS02981,,,,current_only,
ITHS01493,ITHS03083,,,,current_only,
ITHS01502,ITHS03118,ferrovia_brescia_cremona,18660101,,dated_line,ferrovia Brescia-Cremona
ITHS01508,ITHS02613,,,,current_only,
ITHS01514,ITHS01923,,,,current_only,
ITHS01514,ITHS02261,,,,current_only,
ITHS01518,ITHS02729,,,,current_only,
ITHS01523,ITHS01619,,,,current_only,
ITHS01523,ITHS03178,,,,current_only,
ITHS01530,ITHS02836,,,,current_only,
ITHS01535,ITHS02692,,,,current_only,
ITHS01548,ITHS02249,,,,current_only,
ITHS01559,ITHS02405,,,,current_only,
ITHS01559,ITHS02986,,,,current_only,
ITHS01561,ITHS02488,,,,current_only,
ITHS01583,ITHS02831,,,,current_only,
ITHS01585,ITHS03107,ferrovia_domodossola_milano,18600101,,dated_line,ferrovia Domodossola-Milano
ITHS01592,ITHS01926,ferrovia_milano_venezia,18420101,,dated_line,ferrovia Milano-Venezia
ITHS01593,ITHS02668,,,,current_only,
ITHS01595,ITHS02274,ferrovia_ferrara_rimini,18830101,,dated_line,ferrovia Ferrara-Rimini
ITHS01601,ITHS02382,,,,current_only,
ITHS01603,ITHS01607,ferrovia_chiasso_milano,18400101,,dated_line,ferrovia Chiasso-Milano
ITHS01603,ITHS01608,ferrovia_milano_genova,18420101,,dated_line,ferrovia Milano-Genova
ITHS01603,ITHS01610,ferrovia_domodossola_milano,18600101,,dated_line,ferrovia Domodossola-Milano
ITHS01606,ITHS01607,,,,current_only,
ITHS01607,ITHS01608,,,,current_only,
ITHS01607,ITHS01610,ferrovia_chiasso_milano,18400101,,dated_line,ferrovia Chiasso-Milano
ITHS01608,ITHS01613,ferrovia_milano_genova,18530101,,dated_line,ferrovia Milano-Genova
ITHS01608,ITHS02079,ferrovia_milano_venezia,18420101,,dated_line,ferrovia Milano-Venezia
ITHS01612,ITHS01613,passante_ferroviario_di_milano,19970101,,dated_line,passante ferroviario di Milano
ITHS01613,ITHS02446,linea_m3,20110101,,dated_line,linea M3
ITHS01613,ITHS02868,ferrovia_milano_bologna_av,20080101,,dated_line,ferrovia Milano-Bologna (AV)
ITHS01615,ITHS02387,,,,current_only,
ITHS01615,ITHS03135,,,,current_only,
ITHS01616,ITHS02985,,,,current_only,
ITHS01617,ITHS01620,,,,current_only,
ITHS01620,ITHS03206,,,,current_only,
ITHS01621,ITHS02807,,,,current_only,
ITHS01622,ITHS02713,,,,current_only,
ITHS01624,ITHS02442,,,,current_only,
ITHS01625,ITHS02113,,,,current_only,
ITHS01625,ITHS02551,,,,current_only,
ITHS01633,ITHS02409,,,,current_only,
ITHS01634,ITHS02675,,,,current_only,
ITHS01642,ITHS02124,,,,current_only,
ITHS01650,ITHS01852,ferrovia_como_lecco,18880101,,dated_line,ferrovia Como-Lecco
ITHS01651,ITHS02804,,,,current_only,
ITHS01655,ITHS02298,,,,current_only,
ITHS01656,ITHS02936,ferrovia_torino_genova,18480101,,dated_line,ferrovia Torino-Genova
ITHS01656,ITHS03013,ferrovia_torino_genova,18480101,,dated_line,ferrovia Torino-Genova
ITHS01665,ITHS02359,ferrovia_udine_trieste,18600101,,dated_line,ferrovia Udine-Trieste
ITHS01670,ITHS02477,,,,current_only,
ITHS01670,ITHS02929,,,,current_only,
ITHS01671,ITHS02124,,,,current_only,
ITHS01673,ITHS02448,,,,current_only,
ITHS01674,ITHS02528,,,,current_only,
ITHS01682,ITHS02360,,,,current_only,
ITHS01685,ITHS02961,,,,current_only,
ITHS01686,ITHS01776,,,,current_only,
ITHS01687,ITHS02343,,,,current_only,
ITHS01687,ITHS02390,,,,current_only,
ITHS01693,ITHS02998,ferrovia_montebelluna_treviso,18840101,,dated_line,ferrovia Montebelluna-Treviso
ITHS01696,ITHS02026,,,,current_only,
ITHS01705,ITHS03198,ferrovia_viterbo_orte,18860101,,dated_line,ferrovia Viterbo-Orte
ITHS01709,ITHS01791,,,,current_only,
ITHS01715,ITHS02887,,,,current_only,
ITHS01717,ITHS02185,,,,current_only,
ITHS01718,ITHS02964,,,,current_only,
ITHS01720,ITHS03117,,,,current_only,
ITHS01724,ITHS02196,ferrovia_ferrara_rimini,18830101,,dated_line,ferrovia Ferrara-Rimini
ITHS01727,ITHS02017,,,,current_only,
ITHS01727,ITHS02746,,,,current_only,
ITHS01735,ITHS02592,ferrovia_brescia_parma,18840101,,dated_line,ferrovia Brescia-Parma
ITHS01740,ITHS02720,ferrovia_chiasso_milano,18400101,,dated_line,ferrovia Chiasso-Milano
ITHS01743,ITHS03011,,,,current_only,
ITHS01745,ITHS02615,,,,current_only,
ITHS01748,ITHS03153,ferrovia_airasca_saluzzo,18840101,19860101,dated_line,ferrovia Airasca-Saluzzo
ITHS01749,ITHS02405,,,,current_only,
ITHS01750,ITHS02734,,,,current_only,
ITHS01754,ITHS01804,ferrovia_vercelli_pavia,18820101,,dated_line,ferrovia Vercelli-Pavia
ITHS01754,ITHS01857,ferrovia_novara_alessandria,18540101,,dated_line,ferrovia Novara-Alessandria
ITHS01754,ITHS03145,ferrovia_mortara_milano,18540101,,dated_line,ferrovia Mortara-Milano
ITHS01756,ITHS01825,,,,current_only,
ITHS01768,ITHS02403,,,,current_only,
ITHS01768,ITHS03176,,,,current_only,
ITHS01791,ITHS02860,,,,current_only,
ITHS01792,ITHS02089,,,,current_only,
ITHS01797,ITHS02185,,,,current_only,
ITHS01797,ITHS02968,,,,current_only,
ITHS01804,ITHS02336,,,,current_only,
ITHS01806,ITHS02387,,,,current_only,
ITHS01813,ITHS01815,,,,current_only,
ITHS01813,ITHS01932,,,,current_only,
ITHS01813,ITHS02527,,,,current_only,
ITHS01819,ITHS02599,,,,current_only,
ITHS01823,ITHS02813,,,,current_only,
ITHS01825,ITHS02321,,,,current_only,
ITHS01826,ITHS02393,,,,current_only,
ITHS01829,ITHS02166,ferrovia_torino_milano,18550101,,dated_line,ferrovia Torino-Milano
ITHS01829,ITHS02981,ferrovia_torino_milano,18550101,,dated_line,ferrovia Torino-Milano
ITHS01829,ITHS03149,ferrovia_domodossola_novara,18640101,,dated_line,ferrovia Domodossola-Novara
ITHS01831,ITHS02542,,,,current_only,
ITHS01833,ITHS03203,,,,current_only,
ITHS01836,ITHS02209,,,,current_only,
ITHS01836,ITHS02707,,,,current_only,
ITHS01840,ITHS02879,,,,current_only,
ITHS01850,ITHS02138,,,,current_only,
ITHS01856,ITHS02128,,,,current_only,
ITHS01857,ITHS03058,,,,current_only,
ITHS01864,ITHS02338,ferrovia_brescia_cremona,18660101,,dated_line,ferrovia Brescia-Cremona
ITHS01871,ITHS01872,,,,current_only,
ITHS01878,ITHS02421,,,,current_only,
ITHS01884,ITHS02514,ferrovia_venezia_udine,18510101,,dated_line,ferrovia Venezia-Udine
ITHS01890,ITHS02591,,,,current_only,
ITHS01900,ITHS02528,,,,current_only,
ITHS01906,ITHS02113,,,,current_only,
ITHS01906,ITHS02294,,,,current_only,
ITHS01912,ITHS02523,,,,current_only,
ITHS01914,ITHS02396,,,,current_only,
ITHS01922,ITHS02454,,,,current_only,
ITHS01923,ITHS02974,,,,current_only,
ITHS01926,ITHS02137,ferrovia_milano_venezia,18420101,,dated_line,ferrovia Milano-Venezia
ITHS01926,ITHS03156,ferrovia_bassano_padova,18770101,,dated_line,ferrovia Bassano-Padova
ITHS01933,ITHS02547,,,,current_only,
ITHS01943,ITHS03081,,,,current_only,
ITHS01961,ITHS02916,,,,current_only,
ITHS01964,ITHS02384,,,,current_only,
ITHS01969,ITHS03076,ferrovia_domodossola_milano,18600101,,dated_line,ferrovia Domodossola-Milano
ITHS01974,ITHS03017,,,,current_only,
ITHS01975,ITHS03139,ferrovia_pontremolese,18920101,,dated_line,ferrovia Pontremolese
ITHS01977,ITHS02976,,,,current_only,
ITHS01994,ITHS02191,,,,current_only,
ITHS02005,ITHS02207,,,,current_only,
ITHS02013,ITHS02014,ferrovia_terontola_foligno,18660101,,dated_line,ferrovia Terontola-Foligno
ITHS02017,ITHS02019,,,,current_only,
ITHS02038,ITHS02159,ferrovia_milano_bologna,18610101,,dated_line,ferrovia Milano-Bologna
ITHS02038,ITHS02489,ferrovia_alessandria_piacenza,18580101,,dated_line,ferrovia Alessandria-Piacenza
ITHS02039,ITHS02561,,,,current_only,
ITHS02039,ITHS02950,,,,current_only,
ITHS02044,ITHS02653,ferrovia_napoli_foggia,18670101,,dated_line,ferrovia Napoli-Foggia
ITHS02051,ITHS02915,,,,current_only,
ITHS02064,ITHS02249,,,,current_only,
ITHS02070,ITHS02234,,,,current_only,
ITHS02079,ITHS02997,,,,current_only,
ITHS02082,ITHS03113,,,,current_only,
ITHS02089,ITHS03137,ferrovia_pisa_vada,18630101,,dated_line,ferrovia Pisa-Vada
ITHS02094,ITHS02921,,,,current_only,
ITHS02101,ITHS03134,,,,current_only,
ITHS02114,ITHS02807,,,,current_only,
ITHS02120,ITHS02631,,,,current_only,
ITHS02122,ITHS02668,,,,current_only,
ITHS02126,ITHS02920,,,,current_only,
ITHS02130,ITHS02658,,,,current_only,
ITHS02130,ITHS02944,,,,current_only,
ITHS02137,ITHS03158,,,,current_only,
ITHS02144,ITHS02890,ferrovia_seregno_bergamo,18880101,,dated_line,ferrovia Seregno-Bergamo
ITHS02152,ITHS02527,,,,current_only,
ITHS02153,ITHS02966,,,,current_only,
ITHS02153,ITHS03208,,,,current_only,
ITHS02167,ITHS02627,ferrovia_santo_stefano_di_magra_sarzana,18970101,20030101,dated_line,ferrovia Santo Stefano di Magra-Sarzana
ITHS02167,ITHS02639,ferrovia_santo_stefano_di_magra_sarzana,18970101,20030101,dated_line,ferrovia Santo Stefano di Magra-Sarzana
ITHS02170,ITHS02865,,,,current_only,
ITHS02185,ITHS02431,,,,current_only,
ITHS02195,ITHS02215,ferrovia_treviso_portogruaro,18850101,,dated_line,ferrovia Treviso-Portogruaro
ITHS02195,ITHS02876,ferrovia_casarsa_portogruaro,18880101,,dated_line,ferrovia Casarsa-Portogruaro
ITHS02201,ITHS02998,,,,current_only,
ITHS02202,ITHS02915,,,,current_only,
ITHS02207,ITHS03190,,,,current_only,
ITHS02208,ITHS02543,,,,current_only,
ITHS02209,ITHS02328,,,,current_only,
ITHS02214,ITHS02661,,,,current_only,
ITHS02219,ITHS02373,,,,current_only,
ITHS02222,ITHS02842,,,,current_only,
ITHS02237,ITHS02732,,,,current_only,
ITHS02252,ITHS02727,,,,current_only,
ITHS02281,ITHS02282,,,,current_only,
ITHS02284,ITHS02409,ferrovia_milano_bologna,18610101,,dated_line,ferrovia Milano-Bologna
ITHS02289,ITHS03196,,,,current_only,
ITHS02292,ITHS02637,ferrovia_saronno_novara,18870101,,dated_line,ferrovia Saronno-Novara
ITHS02297,ITHS03076,ferrovia_domodossola_milano,18600101,,dated_line,ferrovia Domodossola-Milano
ITHS02308,ITHS02317,,,,current_only,
ITHS02308,ITHS02466,,,,current_only,
ITHS02327,ITHS02721,,,,current_only,
ITHS02328,ITHS02966,,,,current_only,
ITHS02338,ITHS03118,ferrovia_brescia_cremona,18660101,,dated_line,ferrovia Brescia-Cremona
ITHS02339,ITHS02353,,,,current_only,
ITHS02339,ITHS03116,,,,current_only,
ITHS02341,ITHS02342,,,,current_only,
ITHS02341,ITHS02688,,,,current_only,
ITHS02366,ITHS02368,,,,current_only,
ITHS02366,ITHS02369,,,,current_only,
ITHS02367,ITHS02370,,,,current_only,
ITHS02368,ITHS02369,,,,current_only,
ITHS02368,ITHS02371,,,,current_only,
ITHS02369,ITHS02371,,,,current_only,
ITHS02376,ITHS02851,ferrovia_verona_modena,18510101,,dated_line,ferrovia Verona-Modena
ITHS02385,ITHS02395,,,,current_only,
ITHS02391,ITHS03039,ferrovia_tirrenica,18590101,,dated_line,ferrovia Tirrenica
ITHS02399,ITHS02489,,,,current_only,
ITHS02399,ITHS02635,,,,current_only,
ITHS02403,ITHS02613,,,,current_only,
ITHS02406,ITHS03056,,,,current_only,
ITHS02436,ITHS02703,,,,current_only,
ITHS02454,ITHS02601,,,,current_only,
ITHS02472,ITHS02772,,,,current_only,
ITHS02477,ITHS02862,,,,current_only,
ITHS02496,ITHS03138,ferrovia_vicenza_treviso,18770101,,dated_line,ferrovia Vicenza-Treviso
ITHS02525,ITHS02530,,,,current_only,
ITHS02543,ITHS02675,,,,current_only,
ITHS02559,ITHS02574,,,,current_only,
ITHS02560,ITHS02961,,,,current_only,
ITHS02590,ITHS02718,ferrovia_casarsa_portogruaro,18880101,,dated_line,ferrovia Casarsa-Portogruaro
ITHS02595,ITHS02779,,,,current_only,
ITHS02611,ITHS02792,,,,current_only,
ITHS02616,ITHS02683,,,,current_only,
ITHS02623,ITHS02853,,,,current_only,
ITHS02625,ITHS03016,,,,current_only,
ITHS02627,ITHS03128,ferrovia_pontremolese,18920101,,dated_line,ferrovia Pontremolese
ITHS02630,ITHS02656,,,,current_only,
ITHS02638,ITHS02945,,,,current_only,
ITHS02638,ITHS03058,,,,current_only,
ITHS02659,ITHS02913,,,,current_only,
ITHS02661,ITHS03108,,,,current_only,
ITHS02691,ITHS02748,,,,current_only,
ITHS02698,ITHS02771,,,,current_only,
ITHS02717,ITHS03045,,,,current_only,
ITHS02718,ITHS02876,,,,current_only,
ITHS02735,ITHS02803,ferrovia_sibari_cosenza,18760101,,dated_line,ferrovia Sibari-Cosenza
ITHS02735,ITHS02948,ferrovia_jonica,18660101,,dated_line,ferrovia Jonica
ITHS02750,ITHS02964,,,,current_only,
ITHS02772,ITHS02878,,,,current_only,
ITHS02778,ITHS03120,ferrovia_milano_venezia,18420101,,dated_line,ferrovia Milano-Venezia
ITHS02798,ITHS02874,,,,current_only,
ITHS02803,ITHS02862,,,,current_only,
ITHS02811,ITHS02889,,,,current_only,
ITHS02817,ITHS02987,,,,current_only,
ITHS02837,ITHS02954,,,,current_only,
ITHS02871,ITHS03138,,,,current_only,
ITHS02886,ITHS02969,,,,current_only,
ITHS02918,ITHS02949,,,,current_only,
ITHS02928,ITHS03045,,,,current_only,
ITHS02933,ITHS02936,ferrovia_torino_genova,18480101,,dated_line,ferrovia Torino-Genova
ITHS02935,ITHS02938,,,,current_only,
ITHS02943,ITHS02944,,,,current_only,
ITHS02945,ITHS03052,,,,current_only,
ITHS02948,ITHS03186,,,,current_only,
ITHS02970,ITHS03098,,,,current_only,
ITHS02979,ITHS03186,,,,current_only,
ITHS02995,ITHS02997,ferrovia_treviglio_cremona,18630101,,dated_line,ferrovia Treviglio-Cremona
ITHS02997,ITHS03141,ferrovia_milano_venezia,18420101,,dated_line,ferrovia Milano-Venezia
ITHS03013,ITHS03189,ferrovia_torino_fossano_savona,18480101,,dated_line,Ferrovia Torino-Fossano-Savona
ITHS03052,ITHS03064,,,,current_only,
ITHS03056,ITHS03140,,,,current_only,
ITHS03061,ITHS03062,,,,current_only,
ITHS03083,ITHS03084,,,,current_only,
ITHS03120,ITHS03122,ferrovia_milano_venezia,18420101,,dated_line,ferrovia Milano-Venezia
